corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	reflex
persian	g2-m-15	0001	#	#	#	#				
persian	g2-m-15	0001	Yek	one	ln_deti	ln_deti				
persian	g2-m-15	0001	āqāyi	man.indef	np.h:s	np	h	s		
persian	g2-m-15	0001	bud	be.pst.3sg	predex	predex				
persian	g2-m-15	0001	#	#	#	#				
persian	g2-m-15	0001	0	0	0.h:s	0	h	s		
persian	g2-m-15	0001	bāqdār	gardner	np.h:pred	np	h	pred		
persian	g2-m-15	0001	bud	be.pst.3sg	cop	cop				
persian	g2-m-15	0001	zāheran	obviously	other	other				
persian	g2-m-15	0002	#	#	#	#				
persian	g2-m-15	0002	0	0	0.h:a	0	h	a		
persian	g2-m-15	0002	dar	in	other	other				
persian	g2-m-15	0002	hāle	condition.of	other	other				
persian	g2-m-15	0002	čidane	picking	vother	vother				
persian	g2-m-15	0002	miveh	fruit	np:p	np		p		
persian	g2-m-15	0002	bud	be.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0003	#	#	# 	# 				
persian	g2-m-15	0003	ke	that	ke	ke				
persian	g2-m-15	0003	0	0	0.h:a	0	h	a		
persian	g2-m-15	0003	be	to	adp	adp				
persian	g2-m-15	0003	ān	that	ln_dem	ln_dem				
persian	g2-m-15	0003	zahmat	trouble	np:obl	np		obl		
persian	g2-m-15	0003	mivehā	fruit.pl	np:p	np		p		
persian	g2-m-15	0003	=rā	=acc	=acc_rn	=acc_rn				
persian	g2-m-15	0003	čid	pick.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0004	#	#	#	#				
persian	g2-m-15	0004	va	and	other	other				
persian	g2-m-15	0004	0	0	0.h:a	0	h	a		
persian	g2-m-15	0004	radif	aligning	lvc	lvc				
persian	g2-m-15	0004	=aš	=pro.3sg	=pro:p	=pro		p		
persian	g2-m-15	0004	kard	do.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0004	barāye	for	adp	adp				
persian	g2-m-15	0004	xod	self	refl.h:obl	refl	h	obl		
persian	g2-m-15	0004	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g2-m-15	0004	#	#	#	#				
persian	g2-m-15	0004	0	0	0.h:s	0	h	s		
persian	g2-m-15	0004	dobāre	again	other	other				
persian	g2-m-15	0004	raft	go.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0004	#cc	#cc	#cc	#cc				
persian	g2-m-15	0004	ke	that	ke	ke				
persian	g2-m-15	0004	0	0	0.h:a	0	h	a		
persian	g2-m-15	0004	bečinad	pick.prs.subj.3sg	v:pred	v		pred		
persian	g2-m-15	0004	0	0	0:p	0		p		
persian	g2-m-15	0005	#	#	#	#				
persian	g2-m-15	0005	yek	one	ln_deti	ln_deti				
persian	g2-m-15	0005	pesari	boy.indef	np.h:s	np	h	s		
persian	g2-m-15	0005	āmad	come.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0005	#	#	#	#				
persian	g2-m-15	0005	0	0	0.h:a	0	h	a		
persian	g2-m-15	0005	in	this	ln_dem	ln_dem				
persian	g2-m-15	0005	mivehā	fruit.pl	np:p	np		p		
persian	g2-m-15	0005	=rā	=acc	=acc_rn	=acc_rn				
persian	g2-m-15	0005	dozdid	steal.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0006	#	#	#	#				
persian	g2-m-15	0006	0	0	0.h:a	0	h	a		
persian	g2-m-15	0006	bedune	without	other	other				
persian	g2-m-15	0006	ejāze	permission	other	other				
persian	g2-m-15	0006	=aš	=poss.3sg	other	other				
persian	g2-m-15	0006	0	0	0:p	0		p		
persian	g2-m-15	0006	bardāšt	pick.pst.3sg	v:pred	v		pred		
persian	g2-m-15	0006	#	#	#	#				
persian	g2-m-15	0006	va	and	other	other				
persian	g2-m-15	0006	0	0	0.h:a	0	h	a		
persian	g2-m-15	0006	yek	one	ln_deti	ln_deti				
persian	g2-m-15	0006	sabad	basket	np:p	np		p		
