corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	reflex
persian	g2-f-07	0001	#	#	#	#				
persian	g2-f-07	0001	Yek	one	ln_deti	ln_deti				
persian	g2-f-07	0001	āqāyi	man.indef	np.h:s	np	h	s		
persian	g2-f-07	0001	bud	be.pst.3sg	predex	predex				
persian	g2-f-07	0001	ke	ke	ke	ke				
persian	g2-f-07	0001	bā	NC	nc	nc				
persian	g2-f-07	0001	nardebān	NC	nc	nc				
persian	g2-f-07	0001	#rc	#rc	#rc	#rc				
persian	g2-f-07	0001	nardebān	ladder	np:p	np		p		
persian	g2-f-07	0001	gozāšte	put.pst.ptcp	v:pred	v		pred		
persian	g2-f-07	0001	bud	aux.pst.3sg	aux	aux				
persian	g2-f-07	0001	#	#	#	#				
persian	g2-f-07	0001	0	0	0.h:s	0	h	s		
persian	g2-f-07	0001	az	from	adp	adp				
persian	g2-f-07	0001	nardebān	ladder	np:obl	np		obl		
persian	g2-f-07	0001	rafte	go.pst.ptcp	v:pred	v		pred		
persian	g2-f-07	0001	bud	aux.pst.3sg	aux	aux				
persian	g2-f-07	0001	bālā	up	rv	rv				
persian	g2-f-07	0002	#	#	#	#				
persian	g2-f-07	0002	ke	that	ke	ke				
persian	g2-f-07	0002	0	0	0.h:a	0	h	a		
persian	g2-f-07	0002	mixāst	want.pst.indic.3sg	aux	aux				
persian	g2-f-07	0002	mivehāyi	fruit.pl	np:p	np		p		
persian	g2-f-07	0002	#rc	#rc	#rc	#rc				
persian	g2-f-07	0002	ke	that	ke	ke				
persian	g2-f-07	0002	tane	trunk=ezafe	np:s	np		s		
persian	g2-f-07	0002	deraxt	tree	np:poss	np		poss		
persian	g2-f-07	0002	dāšt	have.pst.3sg	v:pred	v		pred		
persian	g2-f-07	0002	%	%	%	%				
persian	g2-f-07	0002	=rā	=acc	=acc_rn	=acc_rn				
persian	g2-f-07	0002	bekanad	pick.prs.subj.3sg	v:pred	v		pred		
persian	g2-f-07	0003	#	#	#	#				
persian	g2-f-07	0003	bad	then	other	other				
persian	g2-f-07	0003	yek	one	ln_deti	ln_deti				
persian	g2-f-07	0003	pārčeye	cloth=ezafe	np:p	np		p		
persian	g2-f-07	0003	sefidi	white	rn_lex	rn_lex				
persian	g2-f-07	0003	ham	add	other	other				
persian	g2-f-07	0003	ke	that	ke	ke				
persian	g2-f-07	0003	0	0	0.h:a	0	h	a		
persian	g2-f-07	0003	gardan	neck	np:l	np		l		
persian	g2-f-07	0003	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g2-f-07	0003	andāxte	throw.pst.ptcp	v:pred	v		pred		
persian	g2-f-07	0003	bud	aux.pst.3sg	aux	aux				
persian	g2-f-07	0004	#	#	#	#				
persian	g2-f-07	0004	ke	that	ke	ke				
persian	g2-f-07	0004	masalan	example	other	other				
persian	g2-f-07	0004	mivehā	fruit.pl	np:p	np		p		
persian	g2-f-07	0004	#rc	#rc	#rc	#rc				
persian	g2-f-07	0004	=rā	=acc	=acc_rn	=acc_rn				
persian	g2-f-07	0004	ke	that	ke	ke				
