corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	reflex
persian	g2-m-09	0001	#	#	#	#				
persian	g2-m-09	0001	Dāstāne	story=ezafe	np:s	np		s		
persian	g2-m-09	0001	bāqebān	gardner	np.h:poss	np	h	poss		
persian	g2-m-09	0001	=ist	=be.prs.3sg	=cop	=cop				
persian	g2-m-09	0001	#rc	#rc	#rc	#rc				
persian	g2-m-09	0001	ke	that	ke	ke				
persian	g2-m-09	0001	bāq	garden	np:p 	np		p 		
persian	g2-m-09	0001	dārad	have.prs.3sg	v:pred	v		pred		
persian	g2-m-09	0001	#	#	#	#				
persian	g2-m-09	0001	0	0	0.h:a	0	h	a		
persian	g2-m-09	0001	dārad	aux.prs.3sg	aux	aux				
persian	g2-m-09	0001	az	from	adp	adp				
persian	g2-m-09	0001	bāq	garden	np:obl	np		obl		
persian	g2-m-09	0001	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g2-m-09	0001	golābi	pear	np:p	np		p		
persian	g2-m-09	0001	mičinad	pick.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0002	#	#	#	#				
persian	g2-m-09	0002	0	0	0.h:a	0	h	a		
persian	g2-m-09	0002	bad	then	other	other				
persian	g2-m-09	0002	jam	collecting	lvc	lvc				
persian	g2-m-09	0002	mikonad	do.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0002	0	0	0:p	0		p		
persian	g2-m-09	0002	#	#	#	#				
persian	g2-m-09	0002	va	and	other	other				
persian	g2-m-09	0002	0	0	0.h:a	0	h	a		
persian	g2-m-09	0002	bā	with	adp	adp				
persian	g2-m-09	0002	zahmat	trouble	np:obl	np		obl		
persian	g2-m-09	0002	miyāvarad	bring.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0002	0	0	0:p	0		p		
persian	g2-m-09	0002	#	#	#	#				
persian	g2-m-09	0002	0	0	0.h:a	0	h	a		
persian	g2-m-09	0002	mičinad	put.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0002	0	0	0:p	0		p		
persian	g2-m-09	0002	tuye	inside	adp	adp				
persian	g2-m-09	0002	sabadhā	basket.pl	np:l	np		l		
persian	g2-m-09	0003	#	#	#	#				
persian	g2-m-09	0003	yek	one	ln_deti	ln_deti				
persian	g2-m-09	0003	bačeye	boy=ezafe	np.h:s	np	h	s		
persian	g2-m-09	0003	šeytān	naughty	rn_lex	rn_lex				
persian	g2-m-09	0003	va	and	other	other				
persian	g2-m-09	0003	bāziguši	mischievous	rn_lex	rn_lex				
persian	g2-m-09	0003	miāyad	come.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0003	#	#	#	#				
persian	g2-m-09	0003	0	0	0.h:a	0	h	a		
persian	g2-m-09	0003	yeki	one	ind_pro:p	ind_pro		p		
persian	g2-m-09	0003	az	from	rn_adp	rn_adp				
persian	g2-m-09	0003	sabadhā	basket.pl	rn_np:obl	rn_np		obl		
persian	g2-m-09	0003	=rā	=acc	=acc_rn	=acc_rn				
persian	g2-m-09	0003	mipičānad	steal.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0003	#	#	#	#				
persian	g2-m-09	0003	0	0	0.h:a	0	h	a		
persian	g2-m-09	0003	migozārad	put.prs.indic.3sg	v:pred	v		pred		
persian	g2-m-09	0003	0	0	0:p	0		p		
persian	g2-m-09	0003	ruye	on	adp	adp				
persian	g2-m-09	0003	dočarxe	bike	np:l	np		l		
persian	g2-m-09	0003	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g2-m-09	0003	#	#	#	#				
persian	g2-m-09	0003	va	and	other	other				
persian	g2-m-09	0003	0	0	0.h:a	0	h	a		
