corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	reflex
persian	g1-f-07	0001	#	#	#	#				
persian	g1-f-07	0001	Yek	one	ln_deti	ln_deti				
persian	g1-f-07	0001	āqāyi	man.indef	np.h:s	np	h	s		
persian	g1-f-07	0001	bud	be.pst.3sg	predex	predex				
persian	g1-f-07	0001	#	#	#	#				
persian	g1-f-07	0001	0	0	0.h:s	0	h	s		
persian	g1-f-07	0001	az	from	adp	adp				
persian	g1-f-07	0001	deraxt	tree	np:obl	np		obl		
persian	g1-f-07	0001	rafte	go.pst.ptcp	v:pred	v		pred		
persian	g1-f-07	0001	bud	aux.pst.3sg	aux	aux				
persian	g1-f-07	0001	bālā	up	rv	rv				
persian	g1-f-07	0001	#	#	#	#				
persian	g1-f-07	0001	0	0	0.h:a	0	h	a		
persian	g1-f-07	0001	dāšt	aux.pst.3sg	aux	aux				
persian	g1-f-07	0001	sib	apple	np:p	np		p		
persian	g1-f-07	0001	mikand	pick.pst.impf.3sg	v:pred	v		pred		
persian	g1-f-07	0002	#	#	#	#				
persian	g1-f-07	0002	baad	then	other	other				
persian	g1-f-07	0002	0	0	0.h:s	0	h	s		
persian	g1-f-07	0002	sibhāy	apple.pl	np:p	np		p		
persian	g1-f-07	0002	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-07	0002	=rā	=acc	=acc_rn	=acc_rn				
persian	g1-f-07	0002	čid,	pick.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0002	#	#	#	#				
persian	g1-f-07	0002	0	0	0.h:a	0	h	a		
persian	g1-f-07	0002	āvard	bring.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0002	0	0	0:p	0		p		
persian	g1-f-07	0002	#	#	#	#				
persian	g1-f-07	0002	0	0	0.h:a	0	h	a		
persian	g1-f-07	0002	rixt	pour.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0002	0	0	0:p	0		p		
persian	g1-f-07	0002	tuye	inside	adp	adp				
persian	g1-f-07	0002	sabad	basket	np:g	np		g		
persian	g1-f-07	0002	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-07	0003	#	#	#	#				
persian	g1-f-07	0003	yek	one	ln_deti	ln_deti				
persian	g1-f-07	0003	rahgozari	passerby	np.h:s	np	h	s		
persian	g1-f-07	0003	hamintori	like.this	other	other				
persian	g1-f-07	0003	bā	with	adp	adp				
persian	g1-f-07	0003	gusfand	sheep	np:obl	np		obl		
persian	g1-f-07	0003	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-07	0003	rad	passing	lvc	lvc				
persian	g1-f-07	0003	šod	become.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#	#	#	#				
persian	g1-f-07	0004	baad	then	other	other				
persian	g1-f-07	0004	yek	one	ln_deti	ln_deti				
persian	g1-f-07	0004	bačeyi	kid	np.h:s	np	h	s		
persian	g1-f-07	0004	āmad,	come.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#	#	#	#				
persian	g1-f-07	0004	0	0	0.h:a	0	h	a		
persian	g1-f-07	0004	did	see.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#cc	#cc	#cc:p	#cc		p		
persian	g1-f-07	0004	u	pro.3sg	pro.h:a	pro	h	a		
persian	g1-f-07	0004	dārad	aux.prs.3sg	aux	aux				
persian	g1-f-07	0004	bālāye	top.of	adp	adp				
persian	g1-f-07	0004	deraxt	tree	np:l	np		l		
persian	g1-f-07	0004	sibhā	apple.pl	np:p	np		p		
persian	g1-f-07	0004	=rā	=acc	=acc_rn	=acc_rn				
persian	g1-f-07	0004	mikanad	pick.prs.indic.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#	#	#	#				
persian	g1-f-07	0004	aval	first	other	other				
persian	g1-f-07	0004	0	0	0.h:a	0	h	a		
persian	g1-f-07	0004	xāst	want.pst.3sg	aux	aux				
persian	g1-f-07	0004	yek	one	ln_qu	ln_qu				
persian	g1-f-07	0004	dāne	piece	class_np:p	class_np		p		
persian	g1-f-07	0004	bardārad,	pick.up.prs.subj.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#	#	#	#				
persian	g1-f-07	0004	baad	then	other	other				
persian	g1-f-07	0004	ke	that	ke	ke				
persian	g1-f-07	0004	0	0	0.h:a	0	h	a		
persian	g1-f-07	0004	did	see.pst.3sg	v:pred	v		pred		
persian	g1-f-07	0004	#	#	#cc.neg.cc:p	#cc.neg.cc		p		
