corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	reflex
persian	g1-f-09	0001	#	#	#	#				
persian	g1-f-09	0001	Film	film	np:s	np		s		
persian	g1-f-09	0001	aval	first	other	other				
persian	g1-f-09	0001	=aš	=poss.3sg	other	other				
persian	g1-f-09	0001	bā	with	adp	adp				
persian	g1-f-09	0001	sedāye	sound=ezafe	np:obl	np		obl		
persian	g1-f-09	0001	xorus	rooster	np:poss	np		poss		
persian	g1-f-09	0001	darvāqe	really	other	other				
persian	g1-f-09	0001	šoru	start	lvc	lvc				
persian	g1-f-09	0001	šod	become.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0002	#nc	#nc	#nc	#nc				
persian	g1-f-09	0002	nazare	NC	nc	nc				
persian	g1-f-09	0002	xodam	NC	nc	nc				
persian	g1-f-09	0002	=am	NC	nc	nc				
persian	g1-f-09	0002	begam?	NC	nc	nc				
persian	g1-f-09	0002	Faqat	NC	nc	nc				
persian	g1-f-09	0002	tozih	NC	nc	nc				
persian	g1-f-09	0002	bedam?	NC	nc	nc				
persian	g1-f-09	0003	#	#	#	#				
persian	g1-f-09	0003	Bā	with	adp	adp				
persian	g1-f-09	0003	sedāye	sound=ezafe	np:obl	np		obl		
persian	g1-f-09	0003	xorus	rooster	np:poss	np		poss		
persian	g1-f-09	0003	šoru	start	lvc	lvc				
persian	g1-f-09	0003	šod	become.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0003	film	film	np:s	np		s		
persian	g1-f-09	0004	#	#	#	#				
persian	g1-f-09	0004	bad	after	other	other				
persian	g1-f-09	0004	=aš	=poss.3sg	other	other				
persian	g1-f-09	0004	0	0	0:s	0		s		
persian	g1-f-09	0004	yek	one	ln_deti	ln_deti				
persian	g1-f-09	0004	bāqbāni	gardner.indef	np.h:p	np	h	p		
persian	g1-f-09	0004	=rā	=acc	=acc_rn	=acc_rn				
persian	g1-f-09	0004	nešān	show	lvc	lvc				
persian	g1-f-09	0004	dād	give.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0004	#rc	#rc	#rc	#rc				
persian	g1-f-09	0004	ke	that	ke	ke				
persian	g1-f-09	0004	yek	one	ln_deti	ln_deti				
persian	g1-f-09	0004	kolāhe	hat=ezafe	np:s	np		s		
persian	g1-f-09	0004	bozorgi	big	rn_lex	rn_lex				
persian	g1-f-09	0004	sar 	head	np:l	np		l		
persian	g1-f-09	0004	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0004	bud	be.pst.3sg	predex	predex				
persian	g1-f-09	0004	#rc	#rc	#rc	#rc				
persian	g1-f-09	0004	yek	one	ln_deti	ln_deti				
persian	g1-f-09	0004	dastmālgardane	neckerchief=ezafe	np:s	np		s		
persian	g1-f-09	0004	qermez	red	rn_lex	rn_lex				
persian	g1-f-09	0004	dore	around	adp	adp				
persian	g1-f-09	0004	gardan	neck	np:l	np		l		
persian	g1-f-09	0004	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0004	bud	be.pst.3sg	predex	predex				
persian	g1-f-09	0004	#	#	#	#				
persian	g1-f-09	0004	ke	that	ke	ke				
persian	g1-f-09	0004	dar	in	other	other				
persian	g1-f-09	0004	hāle	condition.of	other	other				
persian	g1-f-09	0004	čidane	picking	vother	vother				
persian	g1-f-09	0004	golābi	pear	np:p	np		p		
persian	g1-f-09	0004	bud	be.pst.3sg	cop	cop				
persian	g1-f-09	0004	in	this	ln_dem	ln_dem				
persian	g1-f-09	0004	bāqbān	gardner	np.h:a	np	h	a		
persian	g1-f-09	0005	#	#	#	#				
persian	g1-f-09	0005	bad	then	other	other				
persian	g1-f-09	0005	ke	that	ke	ke				
persian	g1-f-09	0005	0	0	0.h:a	0	h	a		
persian	g1-f-09	0005	golābihā	pear.pl	np:p	np		p		
persian	g1-f-09	0005	=rā	=acc	=acc_rn	=acc_rn				
persian	g1-f-09	0005	čid	pick.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0006	#nc	#nc	#nc	#nc				
persian	g1-f-09	0006	yani	NC	nc	nc				
persian	g1-f-09	0006	ba	NC	nc	nc				
persian	g1-f-09	0006	yek	NC	nc	nc				
persian	g1-f-09	0006	hālate	NC	nc	nc				
persian	g1-f-09	0006	ešqe	NC	nc	nc				
persian	g1-f-09	0006	xeyli	NC	nc	nc				
persian	g1-f-09	0006	xubi	NC	nc	nc				
persian	g1-f-09	0006	bā	NC	nc	nc				
persian	g1-f-09	0006	golābihā	NC	nc	nc				
persian	g1-f-09	0006	=yaš	NC	nc	nc				
persian	g1-f-09	0006	#	#	#	#				
persian	g1-f-09	0006	dar	in	other	other				
persian	g1-f-09	0006	vāqe	real	other	other				
persian	g1-f-09	0006	bā	with	adp	adp				
persian	g1-f-09	0006	yek	one	ln_deti	ln_deti				
persian	g1-f-09	0006	hālate	status=ezafe	np:obl	np		obl		
persian	g1-f-09	0006	xub	good	rn_lex	rn_lex				
persian	g1-f-09	0006	0	0	0.h:a	0	h	a		
persian	g1-f-09	0006	golābihā	pear.pl	np:p	np		p		
persian	g1-f-09	0006	=yaš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0006	=rā	=acc	=acc_rn	=acc_rn				
persian	g1-f-09	0006	tamiz	clean	lvc	lvc				
persian	g1-f-09	0006	kard	do.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0006	#	#	#	#				
persian	g1-f-09	0006	0	0	0.h:a	0	h	a		
persian	g1-f-09	0006	dobāre	again	other	other				
persian	g1-f-09	0006	gozāšt	put.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0006	0	0	0:p	0		p		
persian	g1-f-09	0006	tuye	inside	adp	adp				
persian	g1-f-09	0006	sabad	basket	np:l	np		l		
persian	g1-f-09	0006	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0007	#	#	#	#				
persian	g1-f-09	0007	bad	then	other	other				
persian	g1-f-09	0007	dobāre	again	other	other				
persian	g1-f-09	0007	0	0	0.h:s	0	h	s		
persian	g1-f-09	0007	az	from	adp	adp				
persian	g1-f-09	0007	nardebān	ladder	np:obl	np		obl		
persian	g1-f-09	0007	raft	go.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0007	bālā	up	rv	rv				
persian	g1-f-09	0007	#	#	#	#				
persian	g1-f-09	0007	0	0	0.h:a	0	h	a		
persian	g1-f-09	0007	šoru	start	lvc	lvc				
persian	g1-f-09	0007	kard	do.pst.3sg	v:pred	v		pred		
persian	g1-f-09	0007	#cc	#cc	#cc:p	#cc		p		
persian	g1-f-09	0007	0	0	0.h:a	0	h	a		
persian	g1-f-09	0007	be	to	adp	adp				
persian	g1-f-09	0007	čidane	picking=ezafe	vother	vother				
persian	g1-f-09	0007	mojadade	again	other	other				
persian	g1-f-09	0007	dar	in	other	other				
persian	g1-f-09	0007	vāqe	real	other	other				
persian	g1-f-09	0007	golābihā	pear.pl	np:p	np		p		
persian	g1-f-09	0008	#	#	#	#				
persian	g1-f-09	0008	ke	that	ke	ke				
persian	g1-f-09	0008	0	0	0.h:a	0	h	a		
persian	g1-f-09	0008	mičid	pick.pst.indic.3sg	v:pred	v		pred		
persian	g1-f-09	0008	0	0	0:p	0		p		
persian	g1-f-09	0008	#	#	#	#				
persian	g1-f-09	0008	0	0	0.h:a	0	h	a		
persian	g1-f-09	0008	mirixt	pour.pst.indic.3sg	v:pred	v		pred		
persian	g1-f-09	0008	0	0	0:p	0		p		
persian	g1-f-09	0008	tuye	inside	adp	adp				
persian	g1-f-09	0008	dāman	skirt	np:g	np		g		
persian	g1-f-09	0008	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0008	#	#	#	#				
persian	g1-f-09	0008	va	and	other	other				
persian	g1-f-09	0008	bad	then	other	other				
persian	g1-f-09	0008	dobāre	again	other	other				
persian	g1-f-09	0008	0	0	0.h:s	0	h	s		
persian	g1-f-09	0008	miyāmad	come.pst.indic.3sg	v:pred	v		pred		
persian	g1-f-09	0008	pāyin	down	rv	rv				
persian	g1-f-09	0009	#	#	#	#				
persian	g1-f-09	0009	va	and	other	other				
persian	g1-f-09	0009	0	0	0.h:a	0	h	a		
persian	g1-f-09	0009	dobāre	again	other	other				
persian	g1-f-09	0009	mirixt	pour.pst.indic.3sg	v:pred	v		pred		
persian	g1-f-09	0009	tuye	inside	adp	adp				
persian	g1-f-09	0009	sabadhāy	basket.pl	np:g	np		g		
persian	g1-f-09	0009	=aš	=poss.3sg	=pro.h:poss	=pro	h	poss		
persian	g1-f-09	0010	#	#	#	#				
persian	g1-f-09	0010	albate	of.course	other	other				
persian	g1-f-09	0010	tuye	in	adp	adp				
persian	g1-f-09	0010	paszamineye	background=ezafe	np:l	np		l		
persian	g1-f-09	0010	film	film	rn_lex	rn_lex				
persian	g1-f-09	0010	yek	one	ln_deti	ln_deti				
persian	g1-f-09	0010	čizi	thing	ind_pro:p	ind_pro		p		
persian	g1-f-09	0010	ham	add	other	other				
